time,gFx,gFy,gFz,gFTotal
44.862,-0.049,-0.039,-0.993,0.995
44.872,-0.050,-0.038,-0.991,0.993
44.882,-0.050,-0.039,-0.993,0.995
44.892,-0.050,-0.038,-0.994,0.996
44.902,-0.052,-0.038,-0.993,0.995
44.912,-0.051,-0.039,-0.994,0.996
44.922,-0.051,-0.038,-0.996,0.998
44.932,-0.051,-0.040,-0.995,0.997
44.942,-0.052,-0.040,-0.995,0.997
44.952,-0.052,-0.039,-0.993,0.995
44.962,-0.049,-0.038,-0.992,0.994
44.972,-0.049,-0.039,-0.993,0.995
44.982,-0.049,-0.036,-0.993,0.995
44.992,-0.048,-0.037,-0.994,0.995
45.002,-0.048,-0.038,-0.994,0.996
45.012,-0.047,-0.040,-0.993,0.995
45.022,-0.048,-0.039,-0.993,0.995
45.032,-0.048,-0.039,-0.992,0.994
45.042,-0.048,-0.040,-0.991,0.993
45.052,-0.048,-0.039,-0.995,0.996
45.062,-0.050,-0.038,-0.994,0.996
45.072,-0.050,-0.038,-0.993,0.995
45.082,-0.049,-0.036,-0.994,0.995
45.092,-0.049,-0.037,-0.993,0.995
45.102,-0.052,-0.037,-0.994,0.996
45.112,-0.051,-0.038,-0.994,0.996
45.122,-0.051,-0.039,-0.993,0.995
45.132,-0.053,-0.039,-0.992,0.994
45.142,-0.052,-0.040,-0.993,0.995
45.152,-0.052,-0.040,-0.993,0.995
45.162,-0.051,-0.041,-0.995,0.997
45.172,-0.051,-0.039,-0.992,0.994
45.182,-0.050,-0.039,-0.992,0.994
45.192,-0.048,-0.038,-0.995,0.997
45.202,-0.049,-0.037,-0.994,0.996
45.212,-0.050,-0.037,-0.994,0.996
45.222,-0.047,-0.037,-0.993,0.995
45.232,-0.046,-0.039,-0.993,0.995
45.242,-0.047,-0.039,-0.993,0.995
45.252,-0.048,-0.040,-0.994,0.996
45.262,-0.049,-0.040,-0.992,0.994
45.272,-0.049,-0.039,-0.992,0.994
45.282,-0.049,-0.038,-0.994,0.996
45.292,-0.048,-0.038,-0.993,0.995
45.302,-0.049,-0.038,-0.993,0.995
45.312,-0.050,-0.038,-0.991,0.993
45.322,-0.051,-0.037,-0.995,0.997
45.332,-0.052,-0.038,-0.998,1.000
45.342,-0.052,-0.039,-0.994,0.996
45.352,-0.051,-0.039,-0.993,0.995
45.362,-0.051,-0.040,-0.990,0.993
45.372,-0.051,-0.038,-0.992,0.994
45.382,-0.052,-0.038,-0.991,0.993
45.392,-0.051,-0.038,-0.993,0.995
45.402,-0.050,-0.038,-0.993,0.994
45.412,-0.049,-0.037,-0.993,0.995
45.421,-0.049,-0.039,-0.994,0.996
45.431,-0.049,-0.039,-0.994,0.996
45.441,-0.048,-0.040,-0.993,0.995
45.451,-0.049,-0.039,-0.994,0.996
45.461,-0.050,-0.039,-0.994,0.996
45.471,-0.048,-0.039,-0.993,0.995
45.482,-0.047,-0.036,-0.991,0.993
45.491,-0.049,-0.037,-0.992,0.994
45.501,-0.049,-0.038,-0.993,0.995
45.511,-0.049,-0.038,-0.996,0.998
45.521,-0.050,-0.038,-0.995,0.997
45.531,-0.050,-0.040,-0.992,0.994
45.541,-0.050,-0.039,-0.993,0.995
45.551,-0.051,-0.040,-0.992,0.994
45.561,-0.051,-0.039,-0.992,0.994
45.571,-0.052,-0.038,-0.993,0.995
45.581,-0.050,-0.038,-0.993,0.995
45.591,-0.049,-0.037,-0.993,0.995
45.601,-0.050,-0.037,-0.993,0.995
45.611,-0.049,-0.038,-0.994,0.996
45.621,-0.050,-0.039,-0.993,0.995
45.631,-0.051,-0.038,-0.994,0.996
45.641,-0.049,-0.038,-0.992,0.994
45.651,-0.049,-0.040,-0.994,0.996
45.661,-0.049,-0.038,-0.991,0.993
45.671,-0.050,-0.039,-0.992,0.994
45.681,-0.050,-0.039,-0.995,0.997
45.691,-0.048,-0.038,-0.993,0.995
45.701,-0.049,-0.038,-0.994,0.996
45.711,-0.049,-0.038,-0.994,0.996
45.721,-0.049,-0.038,-0.994,0.996
45.731,-0.050,-0.038,-0.992,0.994
45.741,-0.050,-0.038,-0.992,0.994
45.751,-0.050,-0.040,-0.993,0.995
45.761,-0.051,-0.038,-0.992,0.994
45.771,-0.050,-0.038,-0.992,0.994
45.781,-0.050,-0.037,-0.992,0.994
45.791,-0.050,-0.039,-0.992,0.994
45.801,-0.049,-0.040,-0.992,0.994
45.811,-0.050,-0.039,-0.992,0.994
45.821,-0.051,-0.039,-0.995,0.997
45.831,-0.050,-0.039,-0.995,0.997
45.841,-0.050,-0.038,-0.995,0.997
45.851,-0.050,-0.038,-0.995,0.997
45.861,-0.049,-0.037,-0.994,0.996
45.871,-0.048,-0.038,-0.993,0.995
45.881,-0.048,-0.038,-0.992,0.994
45.891,-0.049,-0.037,-0.994,0.995
45.901,-0.049,-0.039,-0.993,0.995
45.911,-0.048,-0.039,-0.992,0.994
45.921,-0.049,-0.041,-0.992,0.994
45.931,-0.049,-0.040,-0.994,0.996
45.941,-0.051,-0.039,-0.994,0.996
45.951,-0.050,-0.038,-0.994,0.996
45.961,-0.050,-0.036,-0.995,0.997
45.971,-0.050,-0.038,-0.994,0.996
45.981,-0.051,-0.038,-0.994,0.996
45.991,-0.050,-0.037,-0.994,0.996
46.001,-0.051,-0.038,-0.993,0.995
46.011,-0.051,-0.040,-0.994,0.996
46.021,-0.050,-0.039,-0.994,0.996
46.031,-0.050,-0.039,-0.993,0.995
46.041,-0.050,-0.039,-0.993,0.995
46.051,-0.050,-0.039,-0.994,0.996
46.061,-0.049,-0.037,-0.993,0.995
46.071,-0.049,-0.038,-0.993,0.995
46.081,-0.049,-0.039,-0.992,0.994
46.091,-0.050,-0.038,-0.993,0.995
46.101,-0.050,-0.038,-0.994,0.996
46.111,-0.049,-0.038,-0.995,0.997
46.121,-0.050,-0.039,-0.993,0.995
46.131,-0.050,-0.037,-0.992,0.994
46.141,-0.050,-0.036,-0.993,0.995
46.151,-0.049,-0.039,-0.993,0.995
46.160,-0.048,-0.039,-0.993,0.995
46.170,-0.049,-0.039,-0.992,0.994
46.180,-0.051,-0.039,-0.993,0.995
46.190,-0.051,-0.039,-0.993,0.995
46.200,-0.050,-0.039,-0.992,0.995
46.210,-0.050,-0.038,-0.991,0.993
46.220,-0.050,-0.038,-0.994,0.996
46.230,-0.050,-0.037,-0.994,0.996
46.240,-0.051,-0.038,-0.993,0.995
46.250,-0.050,-0.037,-0.994,0.996
46.260,-0.048,-0.038,-0.994,0.996
46.270,-0.050,-0.039,-0.993,0.995
46.280,-0.048,-0.040,-0.992,0.994
46.290,-0.049,-0.041,-0.993,0.995
46.300,-0.048,-0.040,-0.993,0.995
46.310,-0.050,-0.040,-0.990,0.993
46.320,-0.049,-0.038,-0.993,0.995
46.330,-0.049,-0.039,-0.993,0.995
46.340,-0.049,-0.038,-0.993,0.995
46.350,-0.049,-0.037,-0.993,0.995
46.360,-0.051,-0.038,-0.995,0.997
46.370,-0.050,-0.037,-0.993,0.995
46.380,-0.049,-0.037,-0.993,0.995
46.390,-0.051,-0.038,-0.993,0.995
46.400,-0.050,-0.039,-0.994,0.996
46.410,-0.050,-0.039,-0.994,0.996
46.420,-0.051,-0.040,-0.993,0.996
46.430,-0.051,-0.040,-0.991,0.994
46.440,-0.051,-0.039,-0.992,0.994
46.450,-0.049,-0.038,-0.993,0.995
46.460,-0.049,-0.038,-0.992,0.994
46.470,-0.050,-0.038,-0.992,0.994
46.480,-0.050,-0.038,-0.994,0.996
46.490,-0.049,-0.039,-0.993,0.995
46.500,-0.048,-0.038,-0.992,0.994
46.510,-0.050,-0.039,-0.993,0.995
46.520,-0.050,-0.039,-0.993,0.995
46.530,-0.048,-0.037,-0.994,0.996
46.540,-0.048,-0.038,-0.992,0.994
46.550,-0.048,-0.038,-0.991,0.993
46.560,-0.049,-0.039,-0.993,0.995
46.570,-0.049,-0.039,-0.993,0.995
46.580,-0.051,-0.040,-0.993,0.995
46.590,-0.049,-0.038,-0.993,0.995
46.600,-0.051,-0.037,-0.993,0.995
46.610,-0.050,-0.037,-0.991,0.993
46.620,-0.050,-0.038,-0.991,0.993
46.630,-0.050,-0.039,-0.991,0.993
46.640,-0.049,-0.039,-0.993,0.995
46.650,-0.051,-0.039,-0.994,0.997
46.660,-0.051,-0.040,-0.995,0.997
46.670,-0.051,-0.039,-0.994,0.996
46.680,-0.049,-0.040,-0.995,0.997
46.690,-0.049,-0.039,-0.993,0.995
46.700,-0.049,-0.038,-0.992,0.994
46.710,-0.051,-0.038,-0.992,0.994
46.720,-0.050,-0.039,-0.993,0.995
46.730,-0.049,-0.039,-0.992,0.994
46.740,-0.050,-0.039,-0.992,0.994
46.750,-0.050,-0.039,-0.994,0.996
46.760,-0.050,-0.041,-0.992,0.994
46.770,-0.050,-0.038,-0.992,0.994
46.780,-0.049,-0.038,-0.994,0.996
46.790,-0.050,-0.038,-0.996,0.998
46.800,-0.050,-0.038,-0.995,0.997
46.810,-0.050,-0.037,-0.993,0.995
46.820,-0.051,-0.037,-0.992,0.994
46.830,-0.050,-0.039,-0.991,0.993
46.840,-0.049,-0.039,-0.992,0.994
46.849,-0.050,-0.040,-0.994,0.996
46.859,-0.049,-0.039,-0.994,0.996
46.870,-0.051,-0.038,-0.993,0.995
46.880,-0.050,-0.038,-0.993,0.995
46.889,-0.050,-0.040,-0.992,0.994
46.899,-0.050,-0.038,-0.994,0.996
46.909,-0.051,-0.039,-0.994,0.996
46.919,-0.051,-0.038,-0.993,0.995
46.929,-0.051,-0.039,-0.993,0.995
46.939,-0.050,-0.039,-0.992,0.994
46.949,-0.050,-0.038,-0.993,0.995
46.959,-0.050,-0.038,-0.991,0.993
46.969,-0.049,-0.038,-0.992,0.994
46.979,-0.048,-0.038,-0.996,0.997
46.989,-0.049,-0.038,-0.994,0.996
46.999,-0.049,-0.038,-0.993,0.995
47.009,-0.050,-0.038,-0.994,0.996
47.019,-0.049,-0.040,-0.993,0.995
47.029,-0.049,-0.040,-0.992,0.994
47.039,-0.049,-0.038,-0.991,0.993
47.049,-0.051,-0.040,-0.992,0.994
47.059,-0.052,-0.038,-0.994,0.997
47.069,-0.050,-0.038,-0.994,0.996
47.079,-0.050,-0.038,-0.994,0.996
47.089,-0.049,-0.036,-0.994,0.996
47.099,-0.050,-0.037,-0.995,0.997
47.109,-0.050,-0.037,-0.994,0.996
47.119,-0.050,-0.037,-0.992,0.994
47.129,-0.051,-0.039,-0.993,0.995
47.139,-0.050,-0.039,-0.992,0.994
47.149,-0.050,-0.039,-0.992,0.994
47.159,-0.051,-0.040,-0.993,0.995
47.169,-0.050,-0.039,-0.994,0.996
47.179,-0.050,-0.038,-0.994,0.996
47.189,-0.051,-0.038,-0.994,0.996
47.199,-0.050,-0.038,-0.992,0.994
47.209,-0.049,-0.039,-0.993,0.995
47.219,-0.048,-0.036,-0.993,0.995
47.229,-0.049,-0.037,-0.994,0.996
47.239,-0.049,-0.038,-0.993,0.995
47.249,-0.048,-0.039,-0.993,0.995
47.259,-0.049,-0.039,-0.994,0.996
47.269,-0.049,-0.040,-0.993,0.995
47.279,-0.049,-0.039,-0.994,0.996
47.289,-0.049,-0.039,-0.994,0.996
47.299,-0.050,-0.038,-0.993,0.995
47.309,-0.050,-0.038,-0.992,0.994
47.319,-0.050,-0.039,-0.991,0.994
47.329,-0.051,-0.038,-0.994,0.996
47.339,-0.052,-0.038,-0.993,0.995
47.349,-0.052,-0.038,-0.992,0.994
47.359,-0.052,-0.038,-0.994,0.997
47.369,-0.051,-0.039,-0.992,0.994
47.379,-0.050,-0.038,-0.992,0.994
47.389,-0.049,-0.037,-0.993,0.995
47.399,-0.049,-0.038,-0.993,0.995
47.409,-0.048,-0.038,-0.994,0.996
47.419,-0.048,-0.039,-0.992,0.994
47.429,-0.048,-0.040,-0.994,0.996
47.439,-0.048,-0.040,-0.992,0.994
47.449,-0.048,-0.039,-0.993,0.995
47.459,-0.048,-0.040,-0.994,0.996
47.469,-0.048,-0.039,-0.992,0.994
47.479,-0.048,-0.039,-0.993,0.995
47.489,-0.050,-0.037,-0.993,0.995
47.499,-0.050,-0.038,-0.992,0.994
47.509,-0.049,-0.038,-0.993,0.995
47.519,-0.049,-0.038,-0.994,0.996
47.529,-0.051,-0.037,-0.995,0.997
47.539,-0.051,-0.039,-0.993,0.995
47.549,-0.051,-0.039,-0.994,0.997
47.559,-0.051,-0.039,-0.993,0.995
47.569,-0.051,-0.038,-0.993,0.995
47.579,-0.052,-0.039,-0.992,0.994
47.589,-0.051,-0.039,-0.993,0.995
47.599,-0.051,-0.037,-0.993,0.995
47.609,-0.051,-0.037,-0.992,0.994
47.619,-0.048,-0.038,-0.993,0.995
47.629,-0.049,-0.039,-0.994,0.996
47.638,-0.049,-0.039,-0.995,0.997
47.649,-0.049,-0.039,-0.992,0.994
47.658,-0.048,-0.039,-0.992,0.994
47.668,-0.048,-0.038,-0.993,0.995
47.678,-0.049,-0.038,-0.992,0.994
47.688,-0.049,-0.039,-0.993,0.995
47.698,-0.048,-0.037,-0.994,0.996
47.708,-0.048,-0.038,-0.992,0.994
47.718,-0.049,-0.038,-0.993,0.995
47.728,-0.050,-0.039,-0.994,0.996
47.738,-0.050,-0.040,-0.992,0.994
47.748,-0.050,-0.039,-0.992,0.994
47.758,-0.051,-0.039,-0.993,0.995
47.768,-0.052,-0.039,-0.994,0.996
47.778,-0.051,-0.038,-0.993,0.995
47.788,-0.051,-0.037,-0.992,0.994
47.798,-0.051,-0.039,-0.992,0.994
47.808,-0.051,-0.038,-0.994,0.996
47.818,-0.051,-0.038,-0.994,0.996
47.828,-0.048,-0.039,-0.992,0.994
47.838,-0.048,-0.038,-0.993,0.995
47.848,-0.050,-0.040,-0.993,0.995
47.858,-0.049,-0.040,-0.992,0.994
47.868,-0.049,-0.041,-0.992,0.994
47.878,-0.049,-0.039,-0.992,0.994
47.888,-0.050,-0.040,-0.992,0.994
47.898,-0.050,-0.039,-0.994,0.996
47.908,-0.050,-0.037,-0.993,0.995
47.918,-0.049,-0.037,-0.993,0.995
47.928,-0.051,-0.036,-0.995,0.996
47.938,-0.050,-0.037,-0.994,0.996
47.948,-0.051,-0.038,-0.993,0.996
47.958,-0.051,-0.040,-0.994,0.996
47.968,-0.050,-0.039,-0.994,0.996
47.978,-0.051,-0.040,-0.993,0.995
47.988,-0.052,-0.040,-0.993,0.995
47.998,-0.050,-0.039,-0.992,0.994
48.008,-0.050,-0.039,-0.993,0.995
48.018,-0.049,-0.038,-0.993,0.995
48.028,-0.049,-0.037,-0.992,0.994
48.038,-0.048,-0.037,-0.994,0.996
48.048,-0.049,-0.037,-0.993,0.995
48.058,-0.048,-0.039,-0.995,0.997
48.068,-0.047,-0.040,-0.994,0.996
48.078,-0.048,-0.040,-0.993,0.994
48.088,-0.048,-0.040,-0.992,0.994
48.098,-0.048,-0.039,-0.994,0.996
48.108,-0.049,-0.038,-0.993,0.995
48.118,-0.049,-0.039,-0.994,0.996
48.128,-0.050,-0.038,-0.994,0.996
48.138,-0.051,-0.038,-0.993,0.995
48.148,-0.051,-0.038,-0.993,0.995
48.158,-0.051,-0.038,-0.992,0.994
48.168,-0.052,-0.038,-0.993,0.995
48.178,-0.051,-0.038,-0.992,0.994
48.188,-0.052,-0.039,-0.993,0.995
48.198,-0.051,-0.039,-0.994,0.996
48.208,-0.051,-0.038,-0.993,0.995
48.218,-0.048,-0.039,-0.992,0.994
48.228,-0.049,-0.039,-0.993,0.995
48.238,-0.049,-0.039,-0.993,0.995
48.248,-0.049,-0.040,-0.993,0.995
48.258,-0.049,-0.039,-0.994,0.996
48.268,-0.048,-0.039,-0.993,0.995
48.278,-0.048,-0.040,-0.994,0.996
48.288,-0.048,-0.038,-0.993,0.995
48.298,-0.048,-0.037,-0.992,0.994
48.308,-0.049,-0.039,-0.992,0.994
48.318,-0.049,-0.038,-0.993,0.995
48.328,-0.049,-0.038,-0.994,0.996
48.338,-0.052,-0.039,-0.993,0.996
48.348,-0.051,-0.039,-0.993,0.995
48.358,-0.051,-0.039,-0.992,0.994
48.368,-0.050,-0.040,-0.994,0.996
48.378,-0.051,-0.039,-0.993,0.995
48.388,-0.051,-0.039,-0.992,0.994
48.398,-0.051,-0.041,-0.994,0.996
48.408,-0.049,-0.039,-0.993,0.995
48.418,-0.050,-0.039,-0.993,0.995
48.427,-0.051,-0.038,-0.994,0.996
48.437,-0.050,-0.038,-0.993,0.995
48.447,-0.050,-0.039,-0.993,0.995
48.457,-0.050,-0.038,-0.993,0.995
48.467,-0.049,-0.036,-0.993,0.994
48.477,-0.048,-0.038,-0.993,0.994
48.487,-0.049,-0.038,-0.993,0.995
48.497,-0.049,-0.040,-0.993,0.995
48.507,-0.049,-0.040,-0.992,0.994
48.517,-0.050,-0.041,-0.993,0.995
48.527,-0.050,-0.040,-0.994,0.996
48.537,-0.049,-0.039,-0.994,0.996
48.547,-0.050,-0.038,-0.995,0.997
48.557,-0.049,-0.037,-0.995,0.997
48.567,-0.049,-0.037,-0.992,0.994
48.577,-0.049,-0.037,-0.992,0.993
48.587,-0.048,-0.039,-0.994,0.996
48.597,-0.050,-0.039,-0.995,0.997
48.607,-0.050,-0.040,-0.994,0.996
48.617,-0.051,-0.039,-0.994,0.996
48.627,-0.051,-0.040,-0.992,0.994
48.637,-0.050,-0.039,-0.991,0.993
48.647,-0.049,-0.040,-0.991,0.994
48.657,-0.050,-0.038,-0.992,0.994
48.667,-0.050,-0.037,-0.994,0.996
48.677,-0.049,-0.037,-0.994,0.996
48.687,-0.051,-0.037,-0.994,0.996
48.697,-0.051,-0.038,-0.993,0.995
48.707,-0.051,-0.038,-0.993,0.995
48.717,-0.050,-0.039,-0.991,0.993
48.727,-0.050,-0.040,-0.993,0.995
48.737,-0.050,-0.039,-0.992,0.994
48.747,-0.050,-0.037,-0.993,0.995
48.757,-0.050,-0.038,-0.991,0.993
48.767,-0.051,-0.037,-0.993,0.995
48.777,-0.050,-0.038,-0.994,0.996
48.787,-0.049,-0.038,-0.994,0.996
48.797,-0.048,-0.038,-0.993,0.995
48.807,-0.050,-0.039,-0.992,0.994
48.817,-0.049,-0.039,-0.993,0.995
48.827,-0.049,-0.040,-0.993,0.995
48.837,-0.049,-0.038,-0.992,0.994
48.847,-0.050,-0.038,-0.992,0.994
48.857,-0.050,-0.039,-0.995,0.997
48.867,-0.050,-0.037,-0.994,0.996
48.877,-0.051,-0.039,-0.994,0.996
48.887,-0.051,-0.039,-0.993,0.995
48.897,-0.051,-0.037,-0.992,0.994
48.907,-0.051,-0.037,-0.992,0.994
48.917,-0.050,-0.037,-0.991,0.993
48.927,-0.049,-0.038,-0.993,0.995
48.937,-0.048,-0.038,-0.994,0.996
48.947,-0.049,-0.038,-0.993,0.995
48.957,-0.049,-0.038,-0.992,0.994
48.967,-0.048,-0.040,-0.993,0.995
48.977,-0.050,-0.040,-0.993,0.995
48.987,-0.049,-0.040,-0.994,0.996
48.997,-0.050,-0.040,-0.992,0.994
49.007,-0.049,-0.039,-0.991,0.993
49.017,-0.051,-0.038,-0.991,0.993
49.027,-0.050,-0.039,-0.993,0.995
49.037,-0.050,-0.038,-0.994,0.996
49.047,-0.051,-0.037,-0.995,0.997
49.057,-0.051,-0.037,-0.996,0.998
49.067,-0.051,-0.037,-0.993,0.995
49.077,-0.050,-0.039,-0.991,0.993
49.087,-0.051,-0.039,-0.991,0.993
49.097,-0.051,-0.039,-0.992,0.994
49.107,-0.049,-0.041,-0.993,0.995
49.117,-0.050,-0.040,-0.994,0.996
49.127,-0.049,-0.040,-0.993,0.995
49.137,-0.051,-0.038,-0.993,0.995
49.147,-0.050,-0.036,-0.993,0.995
49.157,-0.049,-0.036,-0.993,0.995
49.167,-0.049,-0.037,-0.995,0.996
49.177,-0.049,-0.038,-0.994,0.996
49.187,-0.048,-0.038,-0.994,0.996
49.197,-0.049,-0.039,-0.992,0.994
49.207,-0.049,-0.040,-0.992,0.994
49.216,-0.050,-0.040,-0.992,0.995
49.226,-0.050,-0.040,-0.993,0.995
49.237,-0.051,-0.040,-0.993,0.995
49.246,-0.050,-0.039,-0.994,0.996
49.256,-0.051,-0.039,-0.994,0.996
49.266,-0.051,-0.037,-0.994,0.996
49.276,-0.050,-0.036,-0.994,0.996
49.286,-0.050,-0.037,-0.993,0.995
49.296,-0.051,-0.039,-0.992,0.995
49.306,-0.050,-0.039,-0.992,0.994
49.316,-0.050,-0.039,-0.993,0.995
49.326,-0.050,-0.040,-0.993,0.995
49.336,-0.049,-0.041,-0.994,0.996
49.346,-0.050,-0.039,-0.993,0.995
49.356,-0.048,-0.039,-0.993,0.995
49.366,-0.049,-0.039,-0.995,0.997
49.376,-0.049,-0.040,-0.994,0.996
49.386,-0.050,-0.037,-0.994,0.996
49.396,-0.051,-0.038,-0.991,0.993
49.406,-0.049,-0.037,-0.993,0.995
49.416,-0.049,-0.038,-0.993,0.995
49.426,-0.051,-0.038,-0.993,0.995
49.436,-0.050,-0.036,-0.994,0.996
49.446,-0.050,-0.039,-0.993,0.995
49.456,-0.050,-0.038,-0.994,0.996
49.466,-0.050,-0.040,-0.994,0.996
49.476,-0.050,-0.040,-0.993,0.995
49.486,-0.049,-0.038,-0.993,0.995
49.496,-0.051,-0.040,-0.993,0.995
49.506,-0.050,-0.039,-0.993,0.995
49.516,-0.051,-0.039,-0.993,0.995
49.526,-0.049,-0.038,-0.993,0.995
49.536,-0.050,-0.038,-0.993,0.995
49.546,-0.050,-0.036,-0.993,0.995
49.556,-0.050,-0.037,-0.995,0.997
49.566,-0.049,-0.039,-0.995,0.997
49.576,-0.050,-0.037,-0.991,0.993
49.586,-0.049,-0.039,-0.993,0.995
49.596,-0.049,-0.040,-0.993,0.995
49.606,-0.049,-0.039,-0.993,0.995
49.616,-0.049,-0.040,-0.994,0.996
49.626,-0.050,-0.041,-0.994,0.996
49.636,-0.049,-0.040,-0.992,0.994
49.646,-0.051,-0.038,-0.994,0.996
49.656,-0.050,-0.038,-0.993,0.995
49.666,-0.050,-0.037,-0.992,0.994
49.676,-0.050,-0.037,-0.993,0.995
49.686,-0.050,-0.038,-0.993,0.995
49.696,-0.050,-0.038,-0.994,0.996
49.706,-0.052,-0.039,-0.994,0.996
49.716,-0.049,-0.039,-0.993,0.995
49.726,-0.051,-0.039,-0.993,0.995
49.736,-0.051,-0.039,-0.994,0.996
49.746,-0.050,-0.039,-0.992,0.994
49.756,-0.050,-0.039,-0.997,0.999
49.766,-0.047,-0.038,-0.993,0.995
49.776,-0.048,-0.038,-0.992,0.994
49.786,-0.051,-0.037,-0.990,0.992
49.796,-0.048,-0.037,-0.994,0.995
49.806,-0.048,-0.038,-0.993,0.995
49.816,-0.050,-0.038,-0.995,0.997
49.826,-0.052,-0.039,-0.991,0.993
49.836,-0.050,-0.040,-0.995,0.997
49.846,-0.050,-0.039,-0.992,0.994
49.856,-0.049,-0.038,-0.994,0.996
49.866,-0.050,-0.039,-0.997,0.999
49.876,-0.048,-0.039,-0.998,1.000
49.886,-0.048,-0.038,-0.990,0.992
49.896,-0.050,-0.039,-0.989,0.991
49.906,-0.051,-0.039,-0.992,0.994
49.916,-0.049,-0.038,-0.996,0.998
49.926,-0.050,-0.039,-0.995,0.997
49.936,-0.050,-0.039,-0.994,0.996
49.946,-0.051,-0.040,-0.990,0.992
49.955,-0.052,-0.038,-0.992,0.994
49.965,-0.050,-0.036,-0.990,0.992
49.975,-0.049,-0.037,-0.995,0.997
49.986,-0.050,-0.039,-0.997,0.999
49.995,-0.048,-0.039,-0.995,0.997
50.005,-0.050,-0.041,-0.993,0.995
50.015,-0.049,-0.039,-0.990,0.992
50.025,-0.049,-0.040,-0.991,0.993
50.035,-0.051,-0.039,-0.992,0.995
50.046,-0.050,-0.039,-0.996,0.998
50.055,-0.050,-0.039,-0.996,0.998
50.065,-0.049,-0.037,-0.992,0.994
50.075,-0.049,-0.037,-0.992,0.994
50.085,-0.049,-0.037,-0.993,0.995
50.095,-0.049,-0.039,-0.993,0.995
50.105,-0.050,-0.038,-0.994,0.996
50.115,-0.050,-0.039,-0.993,0.995
50.125,-0.050,-0.041,-0.993,0.995
50.135,-0.051,-0.039,-0.992,0.994
50.145,-0.050,-0.039,-0.992,0.994
50.155,-0.050,-0.039,-0.993,0.995
50.165,-0.050,-0.038,-0.995,0.997
50.175,-0.050,-0.038,-0.996,0.997
50.185,-0.049,-0.036,-0.993,0.995
50.195,-0.049,-0.038,-0.993,0.995
50.205,-0.049,-0.039,-0.992,0.994
50.215,-0.050,-0.040,-0.993,0.995
50.225,-0.051,-0.039,-0.994,0.996
50.235,-0.049,-0.039,-0.994,0.996
50.245,-0.051,-0.039,-0.992,0.994
50.255,-0.049,-0.039,-0.994,0.996
50.265,-0.050,-0.038,-0.993,0.995
50.275,-0.049,-0.038,-0.994,0.996
50.285,-0.049,-0.036,-0.993,0.995
50.295,-0.049,-0.037,-0.995,0.997
50.305,-0.049,-0.037,-0.995,0.997
50.315,-0.049,-0.038,-0.993,0.995
50.325,-0.050,-0.039,-0.993,0.995
50.335,-0.050,-0.040,-0.991,0.993
50.345,-0.050,-0.040,-0.993,0.995
50.355,-0.050,-0.040,-0.995,0.997
50.365,-0.049,-0.039,-0.995,0.997
50.375,-0.050,-0.038,-0.994,0.996
50.385,-0.051,-0.037,-0.993,0.995
50.395,-0.050,-0.037,-0.992,0.994
50.405,-0.050,-0.039,-0.991,0.993
50.415,-0.050,-0.038,-0.994,0.996
50.425,-0.050,-0.038,-0.994,0.996
50.435,-0.050,-0.038,-0.995,0.997
50.445,-0.050,-0.039,-0.995,0.997
50.455,-0.050,-0.039,-0.993,0.995
50.465,-0.050,-0.039,-0.993,0.995
50.475,-0.049,-0.040,-0.992,0.994
50.485,-0.051,-0.039,-0.992,0.994
50.495,-0.050,-0.038,-0.993,0.995
50.505,-0.049,-0.040,-0.994,0.996
50.515,-0.049,-0.038,-0.993,0.995
50.525,-0.051,-0.037,-0.994,0.996
50.535,-0.050,-0.040,-0.993,0.995
50.545,-0.049,-0.037,-0.995,0.997
50.555,-0.050,-0.036,-0.994,0.996
50.565,-0.049,-0.037,-0.993,0.995
50.575,-0.051,-0.037,-0.993,0.995
50.585,-0.050,-0.040,-0.992,0.994
50.595,-0.050,-0.041,-0.992,0.995
50.605,-0.050,-0.039,-0.995,0.997
50.615,-0.049,-0.039,-0.994,0.996
50.625,-0.049,-0.039,-0.992,0.994
50.635,-0.049,-0.040,-0.993,0.995
50.645,-0.049,-0.038,-0.993,0.995
50.655,-0.049,-0.037,-0.994,0.996
50.664,-0.049,-0.038,-0.992,0.994
50.674,-0.049,-0.038,-0.992,0.994
50.684,-0.050,-0.038,-0.992,0.994
50.694,-0.052,-0.040,-0.993,0.995
50.704,-0.050,-0.040,-0.992,0.994
50.714,-0.051,-0.039,-0.993,0.995
50.724,-0.051,-0.039,-0.991,0.994
50.734,-0.050,-0.038,-0.994,0.996
50.744,-0.049,-0.037,-0.992,0.994
50.754,-0.051,-0.038,-0.993,0.995
50.764,-0.050,-0.037,-0.992,0.994
50.774,-0.050,-0.036,-0.995,0.997
50.784,-0.051,-0.038,-0.994,0.996
50.794,-0.049,-0.039,-0.993,0.995
50.804,-0.050,-0.038,-0.993,0.995
50.815,-0.051,-0.037,-0.994,0.996
50.824,-0.049,-0.038,-0.992,0.994
50.834,-0.048,-0.039,-0.992,0.994
50.844,-0.049,-0.039,-0.993,0.995
50.854,-0.050,-0.039,-0.995,0.997
50.864,-0.050,-0.039,-0.995,0.997
50.874,-0.050,-0.039,-0.992,0.994
50.884,-0.051,-0.039,-0.993,0.995
50.894,-0.051,-0.038,-0.993,0.995
50.904,-0.051,-0.038,-0.994,0.996
50.914,-0.050,-0.036,-0.993,0.995
