Gain = 1.06 dB
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
68.3421053, -5.5800e-02, 2.6194e-01
65.7845157, 2.1042e-02, -1.1524e-01
63.3226396, 1.4899e-01, -2.5087e-01
60.9528951, -6.2249e-02, 2.6737e-01
58.6718344, 3.1110e-03, 1.5774e-01
56.4761386, 7.2413e-02, 7.5179e-02
54.362613, -3.1955e-02, 7.9920e-03
52.3281826, 1.9103e-02, 2.4254e-01
50.3698874, 1.5179e-01, -3.6364e-01
48.4848782, 2.3002e-02, -2.1258e-01
46.6704122, -2.8575e-02, 6.0359e-02
44.9238497, 5.3658e-04, 1.8468e-01
43.2426493, 2.8770e-02, -1.4518e-01
41.6243651, 1.2953e-01, -4.7237e-01
40.0666424, 5.5138e-02, 1.5486e-03
38.567215, -4.8380e-02, 9.8889e-02
37.1239011, 1.6494e-01, -3.5195e-01
35.7346009, -3.8684e-02, 1.5376e-01
34.3972928, 6.8453e-02, -1.4497e-01
33.1100314, 1.9645e-02, 1.0659e-01
31.8709435, 9.3942e-02, -1.4423e-01
30.6782265, 4.4911e-02, -1.5507e-01
29.5301449, 2.1885e-01, -5.2283e-01
28.4250283, -1.5974e-03, 3.7287e-01
27.3612689, -1.8463e-02, 2.3614e-01
26.3373189, 5.8206e-02, 1.5187e-01
25.3516885, 1.4839e-02, -1.9294e-01
24.4029438, 5.4924e-02, -1.2696e-01
23.4897042, 1.2123e-01, -3.4535e-01
22.6106411, 1.8985e-01, 7.6526e-02
21.7644754, 3.1966e-02, 1.6180e-01
20.9499761, 1.0787e-01, -2.8761e-01
20.1659581, -4.5100e-02, 4.3080e-01
19.4112807, 1.0648e-01, -4.1405e-02
18.6848458, -5.2590e-02, 3.9691e-01
17.9855965, -5.3061e-02, 6.5627e-02
17.3125155, 4.5105e-02, 8.0709e-02
16.6646234, -3.2476e-02, 1.8981e-01
16.0409776, 1.1968e-01, -3.1728e-01
15.4406706, 2.4661e-02, -6.6152e-02
14.8628292, -4.6252e-02, 4.2854e-01
14.3066126, -5.9595e-02, 3.9032e-01
13.7712114, 1.2541e-02, 1.2239e-01
13.2558467, 4.0902e-02, 6.2657e-02
12.7597687, -6.1765e-02, 3.8410e-01
12.2822556, 8.2113e-03, 9.9146e-02
11.8226126, 2.3473e-02, 2.5602e-01
11.380171, -5.4913e-02, 2.5790e-01
10.954287, 1.2281e-01, -1.3420e-01
10.544341, 3.9341e-02, 2.3979e-01
10.1497366, 1.6829e-02, 1.8260e-01
9.76989958, 1.2787e-01, -1.4032e-01
9.40427733, 7.3288e-02, 2.0347e-01
9.05233789, 1.0631e-01, -2.6921e-03
8.7135692, -4.5641e-02, 3.3848e-03
8.38747837, -3.6154e-03, 1.8113e-01
8.07359094, 7.3795e-02, 1.0006e-01
7.77145023, -9.2016e-03, 2.4638e-01
7.48061663, 1.5541e-01, -4.0842e-02
7.20066699, 9.3634e-02, -3.0526e-01
6.931194, 7.1689e-02, -1.3763e-01
6.6718056, 9.5554e-02, 3.7631e-03
6.42212437, 7.0679e-02, -1.9604e-01
6.18178704, 1.5506e-02, 2.2491e-01
5.95044394, 9.5886e-02, 1.2436e-02
5.72775848, 1.3785e-01, 4.4354e-02
5.51340664, -1.5059e-02, -1.8805e-01
5.30707657, -3.8653e-03, 2.6940e-02
5.10846805, 1.0015e-01, 3.7550e-02
4.91729213, -4.6829e-02, 1.9025e-01
4.73327065, -2.6457e-02, 2.3945e-01
4.55613587, -2.9167e-02, 2.0130e-01
4.38563006, 5.2895e-02, 2.0541e-01
4.22150515, -4.5683e-03, 2.6761e-02
4.06352234, 6.1571e-02, -1.2704e-01
3.91145178, 8.7438e-02, -1.8739e-01
3.7650722, 1.5013e-01, 2.2134e-02
3.62417063, 4.0582e-02, 2.5647e-01
3.48854207, 1.5554e-01, 1.3676e-02
3.35798919, 1.7389e-01, -1.9950e-01
3.23232203, 1.0632e-01, 2.1120e-01
3.11135775, 5.7804e-02, -2.6489e-01
2.99492036, 5.1111e-02, -3.8284e-02
2.88284045, 1.0727e-01, -1.1136e-01
2.77495494, 1.6161e-01, -4.2718e-01
2.67110687, 1.2327e-01, -5.8579e-02
2.57114513, 1.5436e-01, -3.1328e-01
