
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
1.63030209e+01, 2.4132e+00, 1.0648e-01
1.58167559e+01, 2.4321e+00, 8.3687e-02
1.53449946e+01, 2.4110e+00, -6.0249e-02
1.48873043e+01, 2.4343e+00, -2.1636e-02
1.44432654e+01, 2.4277e+00, 7.1884e-02
1.40124707e+01, 2.4209e+00, -2.4844e-02
1.35945252e+01, 2.4211e+00, -1.0177e-02
1.31890456e+01, 2.4339e+00, 1.0840e-02
1.27956601e+01, 2.4284e+00, 3.4103e-02
1.24140081e+01, 2.4207e+00, -9.4018e-03
1.20437394e+01, 2.4255e+00, 1.8472e-02
1.16845146e+01, 2.4303e+00, -1.0456e-02
1.13360043e+01, 2.4364e+00, 1.7321e-02
1.09978889e+01, 2.4293e+00, 1.8722e-02
1.06698584e+01, 2.4254e+00, -4.7879e-03
1.03516119e+01, 2.4368e+00, 1.1915e-02
1.00428577e+01, 2.4092e+00, -1.0894e-02
9.74331253e+00, 2.4262e+00, 1.0441e-01
9.45270185e+00, 2.4399e+00, -7.7904e-03
9.17075912e+00, 2.4358e+00, -3.7603e-02
8.89722580e+00, 2.4374e+00, -5.1391e-02
8.63185107e+00, 2.4327e+00, -9.2164e-02
8.37439160e+00, 2.4266e+00, -1.3959e-03
8.12461128e+00, 2.4228e+00, 1.6448e-02
7.88228108e+00, 2.4276e+00, -4.8002e-03
7.64717879e+00, 2.4197e+00, -7.5105e-02
7.41908882e+00, 2.4353e+00, -5.6302e-02
7.19780202e+00, 2.4238e+00, -7.6684e-02
6.98311547e+00, 2.4205e+00, 2.0020e-02
6.77483230e+00, 2.4395e+00, -3.5806e-02
6.57276153e+00, 2.4173e+00, 1.8165e-02
6.37671786e+00, 2.4200e+00, 1.8587e-02
6.18652153e+00, 2.4262e+00, 8.1194e-03
6.00199812e+00, 2.4073e+00, -6.2635e-02
5.82297843e+00, 2.4347e+00, -1.1480e-01
5.64929830e+00, 2.4140e+00, -4.1632e-02
5.48079848e+00, 2.4251e+00, 1.5040e-02
5.31732444e+00, 2.4132e+00, -3.1313e-02
5.15872630e+00, 2.4114e+00, -1.7497e-02
5.00485861e+00, 2.4196e+00, -9.5931e-02
4.85558028e+00, 2.4435e+00, -5.1841e-02
4.71075443e+00, 2.4482e+00, -9.5005e-02
4.57024826e+00, 2.4155e+00, -1.9720e-02
4.43393292e+00, 2.4242e+00, -1.1032e-02
4.30168341e+00, 2.4355e+00, -4.0155e-02
4.17337846e+00, 2.4200e+00, 1.9429e-02
