
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
1.24679173e+02, 4.5521e+00, -2.7273e-04
1.21232739e+02, 4.5408e+00, 5.4981e-02
1.17881574e+02, 4.5289e+00, -1.3872e-02
1.14623043e+02, 4.5445e+00, -1.6542e-02
1.11454585e+02, 4.5462e+00, -5.0657e-03
1.08373712e+02, 4.5183e+00, -2.7816e-02
1.05378001e+02, 4.5447e+00, 4.4037e-02
1.02465098e+02, 4.5464e+00, -7.5949e-02
9.96327159e+01, 4.5467e+00, 4.8184e-02
9.68786272e+01, 4.5255e+00, -2.9178e-02
9.42006682e+01, 4.5334e+00, -1.6461e-02
9.15967344e+01, 4.5404e+00, 6.6451e-03
8.90647796e+01, 4.5419e+00, -3.9997e-03
8.66028142e+01, 4.5380e+00, -1.3167e-02
8.42089035e+01, 4.5420e+00, 4.1732e-02
8.18811662e+01, 4.5352e+00, 5.2262e-02
7.96177731e+01, 4.5434e+00, 4.8034e-03
7.74169458e+01, 4.5311e+00, -3.5307e-02
7.52769546e+01, 4.5413e+00, -9.8455e-02
7.31961179e+01, 4.5368e+00, -7.0557e-03
7.11728006e+01, 4.5290e+00, 1.0149e-02
6.92054126e+01, 4.5458e+00, -2.6468e-03
6.72924080e+01, 4.5404e+00, 4.7437e-02
6.54322835e+01, 4.5378e+00, -5.8728e-03
6.36235773e+01, 4.5379e+00, 9.2904e-03
6.18648681e+01, 4.5315e+00, 2.2784e-02
6.01547739e+01, 4.5368e+00, -7.4859e-02
5.84919507e+01, 4.5361e+00, -7.9540e-03
5.68750921e+01, 4.5408e+00, -1.4360e-02
5.53029273e+01, 4.5405e+00, 4.5579e-02
5.37742209e+01, 4.5357e+00, -8.8631e-03
5.22877717e+01, 4.5405e+00, 4.4922e-02
5.08424115e+01, 4.5367e+00, -3.2603e-02
4.94370046e+01, 4.5397e+00, 2.3713e-02
4.80704465e+01, 4.5421e+00, -1.7322e-02
4.67416634e+01, 4.5263e+00, 1.0393e-02
4.54496110e+01, 4.5366e+00, 1.7526e-02
4.41932741e+01, 4.5339e+00, 5.7864e-02
4.29716653e+01, 4.5395e+00, -5.4284e-03
4.17838248e+01, 4.5584e+00, -2.0697e-02
4.06288191e+01, 4.5444e+00, -1.8054e-02
3.95057405e+01, 4.5382e+00, -4.3174e-03
3.84137065e+01, 4.5244e+00, 1.3493e-02
3.73518589e+01, 4.5388e+00, -3.4380e-02
3.63193634e+01, 4.5361e+00, 1.3488e-02
3.53154086e+01, 4.5295e+00, 4.6497e-02
3.43392055e+01, 4.5335e+00, -8.2393e-03
3.33899870e+01, 4.5402e+00, 7.6099e-03
3.24670072e+01, 4.5395e+00, 3.6174e-03
3.15695407e+01, 4.5356e+00, -5.8064e-02
3.06968824e+01, 4.5351e+00, -4.2979e-02
2.98483465e+01, 4.5359e+00, -9.4051e-02
2.90232662e+01, 4.5319e+00, -6.0223e-03
2.82209931e+01, 4.5351e+00, -6.2889e-02
