
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
4.57405378e+02, 2.9578e-02, -9.1394e-01
4.48234785e+02, 1.8315e-02, -1.0173e+00
4.39248054e+02, 3.5691e-02, -9.5842e-01
4.30441501e+02, 2.3256e-02, -8.8875e-01
4.21811511e+02, 4.2900e-02, -9.2910e-01
4.13354545e+02, 2.1868e-02, -9.4683e-01
4.05067134e+02, 1.1091e-02, -9.5740e-01
3.96945879e+02, 2.8648e-02, -8.1719e-01
3.88987448e+02, 3.2031e-02, -6.4712e-01
3.81188577e+02, 1.3265e-02, -9.0247e-01
3.73546067e+02, 7.2742e-02, -8.0647e-01
3.66056783e+02, 4.9299e-02, -7.3368e-01
3.58717652e+02, 4.0429e-02, -7.8954e-01
3.51525665e+02, 4.1587e-02, -7.6638e-01
3.44477871e+02, 2.8535e-02, -8.0988e-01
3.37571380e+02, 4.0674e-02, -7.0105e-01
3.30803358e+02, 3.3163e-02, -6.5101e-01
3.24171029e+02, 3.2898e-02, -7.4658e-01
3.17671672e+02, 4.9909e-02, -5.9305e-01
3.11302623e+02, 4.7718e-02, -5.9398e-01
3.05061267e+02, 3.6256e-02, -6.7916e-01
2.98945045e+02, 5.5679e-02, -6.0987e-01
2.92951449e+02, 4.0115e-02, -5.4716e-01
2.87078019e+02, 5.1836e-02, -6.0709e-01
2.81322346e+02, 2.4638e-02, -5.8957e-01
2.75682070e+02, 2.3789e-02, -5.0089e-01
2.70154876e+02, 2.7749e-02, -6.7183e-01
2.64738498e+02, 4.4126e-02, -5.1586e-01
2.59430714e+02, 4.2885e-02, -5.2587e-01
2.54229347e+02, 4.9895e-02, -5.4814e-01
2.49132262e+02, 2.3457e-02, -6.0444e-01
2.44137370e+02, 2.7579e-02, -4.8534e-01
2.39242621e+02, 3.1149e-02, -4.8577e-01
2.34446008e+02, 3.5714e-02, -4.0592e-01
2.29745563e+02, 4.5115e-02, -5.2561e-01
2.25139358e+02, 4.7696e-02, -4.3170e-01
2.20625503e+02, 3.1536e-02, -4.7048e-01
2.16202147e+02, 3.1486e-02, -4.8823e-01
2.11867476e+02, 3.1568e-02, -4.5604e-01
2.07619712e+02, 2.8184e-02, -3.6990e-01
